,	RD__PUNC	NP
ಸಾಮಾಜಿಕ	JJ	JJP
-	RD__SYM	JJP
ಅರ್ಥಶಾಸ್ತ್ರ	N__NN	NP
,	RD__PUNC	NP
ಜನಸಂಖ್ಯೆ	N__NN	NP
ಮತ್ತು	CC__CCD	CCP
ಕೃಷಿ	N__NN	NP
-	RD__SYM	NP
ಆರ್ಥಿಕತೆಯ	N__NN	NP
ಮೇಲೆ	RP__RPD	NP
ವಿವಿಧ	JJ	NP
ಪಕ್ಷದ	N__NN	NP
ಅಂಕಿ	JJ	NP
ಅಂಶಗಳನ್ನು	N__NN	NP
ಬಳಸಿ	V__VM__VNF	VGNF
ಕೊಂಡು	V__VAUX	VGNF
ಎಲ್ಲಾ	JJ	NP
ಜಿಲ್ಲೆಗಳಲ್ಲಿ	N__NN	NP
ಯೋಜನೆ	N__NN	NP
ಮತ್ತು	CC__CCD	CCP
ಮೇಲು	JJ	NP
ವಿಚಾರಣೆ	N__NNV	NP
ಚಟುವಟಿಕೆಗಳಿಗೆ	N__NN	NP
,	RD__PUNC	NP
ಜಿಲ್ಲೆ	N__NN	NP
ಮತ್ತು	CC__CCD	CCP
ರಾಜ್ಯ	JJ	NP
ಮಟ್ಟದಲ್ಲಿ	N__NN	NP
ವ್ಯವಸ್ಥಿತ	JJ	NP
ಭೌಗೋಳಿಕ	JJ	NP
ಮಾಹಿತಿ	JJ	NP
ವ್ಯವಸ್ಥೆಯನ್ನು	N__NN	NP
ರಚಿಸುವುದು	V__VM__VF	VGF
ಮತ್ತು	CC__CCS	CCP
ಕಾರ್ಯಗತ	N__NN	NP
ಮಾಡುವುದು	V__VM__VF	VGF
.	RD__PUNC	BLK
ಕಾರ್ಯಪಡೆಯ	N__NN	NP
ವರದಿಯನ್ನು	N__NN	NP
21.11.2006	N__NNP	NP
ರಂದು	PSP	NP
ಸಲ್ಲಿಸಲು	V__VM__VINF	VGINF
ಆಗಿ	V__VAUX	VGINF
ಇದ್ದು	V__VAUX	VGINF
,	RD__PUNC	VGINF
ಸರ್ಕಾರದ	N__NN	NP
ಸಲಹೆಯಂತೆ	N__NN	NP
,	RD__PUNC	NP
ವರದಿಯ	N__NN	NP
ಶಿಫಾರಸುಗಳನ್ನು	N__NN	NP
ಕ್ಷೇತ್ರ	JJ	NP
ಮಟ್ಟದಲ್ಲಿ	N__NN	NP
ಅನುಷ್ಠಾನ	N__NN	NP
ಮಾಡುವುದಕ್ಕೆ	V__VM__VNG	VGNN
ಪರಿಶೀಲನೆ	N__NN	NP
ನಡೆಸಲು	V__VM__VF	VGF
ಆಗುತ್ತಿದೆ	V__VAUX	VGF
.	RD__PUNC	BLK
ಈ	DM__DMD	NP
ಅಧ್ಯಯನ	N__NN	NP
,	RD__PUNC	NP
ನೈಸರ್ಗಿಕ	JJ	NP
ಸಂಪನ್ಮೂಲ	N__NN	NP
ಅಂಕಿ	JJ	NP
ಅಂಶ	N__NN	NP
ನಿರ್ವಹಣಾ	JJ	NP
ವ್ಯವಸ್ಥೆ	N__NN	NP
ಯೋಜನೆಯ	N__NN	NP
ಆರ್ಥಿಕ	JJ	NP
ನೆರವಿನ	N__NNV	NP
ಒಂದಿಗೆ	PSP	NP
ಕಡಲೂರು	N__NNP	NP
ಮತ್ತು	CC__CCD	CCP
ನಾಗಪಟ್ಟಿಣಂ	N__NNP	NP
ಜಿಲ್ಲೆಗಳಲ್ಲಿ	N__NN	NP
ರಾಷ್ಟ್ರೀಯ	N__NNP	NP
ಮಾಹಿತಿ	N__NNP	NP
ಕೇಂದ್ರವು	N__NNP	NP
ಜಾರಿಗೆ	N__NN	NP
ತಂದು	V__VM__VNG	VGNN
ಇರುವ	V__VAUX	VGNN
ಭೌಗೋಳಿಕ	JJ	NP
ಮಾಹಿತಿ	JJ	NP
ವ್ಯವಸ್ಥೆಯ	N__NN	NP
ಯೋಜನೆಯ	N__NN	NP
ಮೂಲಕ	PSP	NP
ಅಧ್ಯಯನವನ್ನು	N__NN	NP
ನಡೆಸಲು	V__VM__VF	VGF
ಆಗುತ್ತಿದೆ	V__VAUX	VGF
.	RD__PUNC	BLK
ಅಂತಿಮ	JJ	NP
ಶಿಫಾರಸ್ಸುಗಳನ್ನು	N__NN	NP
ಸರ್ಕಾರದ	N__NN	NP
ಅನುಮೋದನೆಗೆ	N__NN	NP
ರಚಿಸಲು	V__VM__VF	VGF
ಆಗುತ್ತಿದೆ	V__VAUX	VGF
.	RD__PUNC	BLK
ಪ್ರಮುಖ	JJ	NP
ಕಾರ್ಯಕ್ರಮಗಳು	N__NN	NP
/	RD__SYM	NP
ಯೋಜನೆಗಳ	N__NN	NP
ಮೌಲ್ಯಮಾಪನ	N__NN	NP
.	RD__PUNC	BLK
ಸರ್ಕಾರದ	N__NN	NP
ಯೋಜನೆಗಳ	N__NN	NP
ಲಾಭವನ್ನು	N__NN	NP
ಸರಿಯಾದ	RB	RBP
ರೀತಿಯಲ್ಲಿ	N__NN	NP
ಜನರಿಗೆ	N__NN	NP
ತಲುಪುತ್ತಾ	V__VM__VF	VGF
ಇದೆಯೇ	V__VAUX	VGF
ಎಂದು	CC__CCS	CCP
ಖಚಿತ	RB	RBP
ಮಾಡಿ	V__VM__VNF	VGNF
ಕೊಳ್ಳಲು	V__VAUX	VGNF
ಮೌಲ್ಯಮಾಪನ	N__NN	NP
ಮಾಡುವುದು	V__VM__VNG	VGNN
,	RD__PUNC	VGNN
ಈ	DM__DMD	NP
ಇಲಾಖೆಯ	N__NN	NP
ಮುಖ್ಯ	JJ	NP
ಕಾರ್ಯ	N__NN	NP
ಆಗಿದೆ	V__VM__VF	VGF
.	RD__PUNC	BLK
ಮೌಲ್ಯಮಾಪನ	N__NN	NP
ಮತ್ತು	CC__CCD	CCP
ಪ್ರಕ್ರಿಯೆ	N__NN	NP
ಸಂಶೋಧನಾ	JJ	NP
ಇಲಾಖೆಯು	N__NN	NP
,	RD__PUNC	NP
ಯೋಜನೆಗಳ	N__NN	NP
ಅನುಷ್ಠಾನದ	N__NN	NP
ಸಮಯದಲ್ಲಿ	N__NN	NP
ಮತ್ತು	CC__CCD	CCP
ಯೋಜನೆಗಳನ್ನು	N__NN	NP
ಪೂರ್ಣಗೊಳಿಸಿದ	V__VM__VNG	VGNN
ನಂತರ	N__NST	NP
ಮೌಲ್ಯ	JJ	NP
ಮಾಪನಗಳನ್ನು	N__NN	NP
ನಡೆಸುತ್ತದೆ	V__VM__VF	VGF
.	RD__PUNC	BLK
ಈ	DM__DMD	NP
ಮೌಲ್ಯ	JJ	NP
ಮಾಪನಗಳ	N__NN	NP
ಫಲಿತಾಂಶಗಳನ್ನು	N__NN	NP
ವಿಶ್ಲೇಷಿಸಲು	V__VM__VF	VGF
ಆಗುತ್ತದೆ	V__VAUX	VGF
ಮತ್ತು	CC__CCS	CCP
ಅಗತ್ಯ	JJ	NP
ತಿದ್ದುಪಡಿಗಳನ್ನು	N__NN	NP
ಮಾಡಲು	V__VM__VF	VGF
ಆಗುತ್ತದೆ	V__VAUX	VGF
ಮತ್ತು	CC__CCS	CCP
ನೀತಿಯಲ್ಲಿ	N__NN	NP
ತಾತ್ವಿಕವಾಗಿ	RB	RBP
ಯಾವುದೇ	PR__PRI	NP
ಬದಲಾವಣೆಗಳು	N__NNV	NP
ಇದ್ದರೆ	V__VM__VNF	VGNF
,	RD__PUNC	VGNF
ಸರ್ಕಾರದ	N__NN	NP
ಸಂಬಂಧಿತ	JJ	NP
ಇಲಾಖೆಗಳಿಗೆ	N__NN	NP
ತಿಳಿಸಲು	V__VM__VF	VGF
ಆಗುತ್ತದೆ	V__VAUX	VGF
.	RD__PUNC	BLK
ಸಮನ್ವಯ	N__NN	NP
:	RD__PUNC	NP
ಜಿಲ್ಲಾ	JJ	NP
ಉಸ್ತುವಾರಿ	N__NN	NP
ಅಧಿಕಾರಿಗಳು	N__NN	NP
.	RD__PUNC	BLK
ವಿವಿಧ	JJ	NP
ಜಿಲ್ಲೆಗಳಲ್ಲಿ	N__NN	NP
ಅನುಷ್ಠಾನಗೊಳ್ಳುತ್ತಾ	V__VM__VNF	VGNF
ಇರುವ	V__VAUX	VGNF
ಪ್ರಮುಖ	JJ	NP
ಯೋಜನೆಗಳ	N__NN	NP
ಅಧ್ಯಯನ	N__NN	NP
/	RD__SYM	NP
ಪ್ರಧಾನ	JJ	NP
ಕಾರ್ಯದರ್ಶಿಯ	N__NN	NP
ಹೊರಗೆ	N__NST	NP
,	RD__PUNC	NP
ರಾಜ್ಯ	N__NN	NP
ಕಾರ್ಯದರ್ಶಿ	N__NN	NP
ಸ್ಥಾನದಲ್ಲಿ	N__NN	NP
ಇರುವ	V__VM__VNG	VGNN
ಹಿರಿಯ	JJ	NP
ಅಧಿಕಾರಿಗಳನ್ನು	N__NN	NP
ತಪಾಸಣೆ	N__NNV	NP
ನಡೆಸಲು	V__VM__VINF	VGINF
ಮೇಲು	JJ	NP
ವಿಚಾರಣಾ	JJ	NP
ಅಧಿಕಾರಿಗಳನ್ನು	N__NN	NP
ನೇಮಿಸಲು	V__VM__VF	VGF
ಆಗಿದೆ	V__VAUX	VGF
.	RD__PUNC	BLK
ಅಡೆತಡೆಗಳನ್ನು	N__NN	NP
ವಿಂಗಡಿಸಲು	V__VM__VINF	VGINF
ಮತ್ತು	CC__CCD	CCP
ವಿವಿಧ	JJ	NP
ಕಾರ್ಯಕ್ರಮಗಳ	N__NN	NP
ತ್ವರಿತ	JJ	NP
ಅನುಷ್ಠಾನವನ್ನು	N__NN	NP
ಉತ್ತೇಜಿಸಲು	V__VM__VINF	VGINF
ಮೇಲು	JJ	NP
ವಿಚಾರಣಾ	JJ	NP
ಅಧಿಕಾರಿಗಳು	N__NN	NP
ಜಿಲ್ಲೆಯ	N__NN	NP
ಅಧಿಕಾರಿಗಳಿಗೆ	N__NN	NP
ಮಾರ್ಗದರ್ಶನ	N__NN	NP
ನೀಡುತ್ತಾರೆ	V__VM__VF	VGF
.	RD__PUNC	BLK
ಮೇಲು	JJ	NP
ವಿಚಾರಣಾ	JJ	NP
ಅಧಿಕಾರಿಗಳು	N__NN	NP
ಯೋಜನೆ	N__NN	NP
ಮತ್ತು	CC__CCD	CCP
ಅಭಿವೃದ್ಧಿ	JJ	NP
ಯೋಜನೆಗಳ	N__NN	NP
ಪರಿಶೀಲನಾ	JJ	NP
ವರದಿಗಳನ್ನು	N__NN	NP
ನಿಗದಿತ	JJ	NP
ನಮೂನೆಯಲ್ಲಿ	N__NN	NP
ಯೋಜನೆ	N__NN	NP
,	RD__PUNC	NP
ಅಭಿವೃದ್ಧಿ	N__NN	NP
ಮತ್ತು	CC__CCD	CCP
ವಿಶೇಷ	JJ	NP
ಉಪಕ್ರಮಗಳ	N__NN	NP
ಇಲಾಖೆಗೆ	N__NN	NP
ಸಲ್ಲಿಸುತ್ತಾರೆ	V__VM__VF	VGF
.	RD__PUNC	BLK
ಈ	DM__DMD	NP
ವರದಿಗಳನ್ನು	N__NN	NP
ಪ್ರಕ್ರಿಯೆಗೊಳಿಸಲು	V__VM__VINF	VGINF
ಆಗುತ್ತದೆ	V__VM__VF	VGF
ಮತ್ತು	CC__CCS	CCP
ಆಯಾ	JJ	NP
ಇಲಾಖೆಗಳು	N__NN	NP
ಕೈಗೊಂಡ	V__VM__VNG	VGNN
ಕ್ರಮಗಳ	N__NN	NP
ಪರಿಶೀಲನೆಗೆ	N__NN	NP
ಆಗಿ	RP__RPD	NP
ಮುಖ್ಯ	JJ	NP
ಕಾರ್ಯದರ್ಶಿ	N__NN	NP
ಮೂಲಕ	PSP	NP
ಮಾನ್ಯ	JJ	NP
ಮುಖ್ಯ	JJ	NP
ಮಂತ್ರಿಗಳಿಗೆ	N__NN	NP
ಕ್ರೋಢೀಕೃತ	JJ	NP
ಪರಿಶೀಲನಾ	JJ	NP
ವರದಿಯನ್ನು	N__NN	NP
ಒದಗಿಸಲು	V__VM__VF	VGF
ಆಗುತ್ತದೆ	V__VAUX	VGF
.	RD__PUNC	BLK
ಯೋಜನೆಗಳ	N__NN	NP
ಅನುಷ್ಠಾನ	N__NN	NP
:	RD__PUNC	NP
ಗುಡ್ಡಗಾಡು	JJ	NP
ಪ್ರದೇಶ	N__NN	NP
ಅಭಿವೃದ್ಧಿ	JJ	NP
ಯೋಜನೆ	N__NN	NP
.	RD__PUNC	BLK
ಕೇಂದ್ರ	N__NNP	NP
ಯೋಜನಾ	N__NNP	NP
ಆಯೋಗದ	N__NNP	NP
,	RD__PUNC	NP
ಹಣಕಾಸು	JJ	NP
ನೆರವಿನ	N__NNV	NP
ಒಂದಿಗೆ	PSP	NP
1975	QT__QTC	NP
ರಿಂದ	PSP	NP
ನೀಲಗಿರಿ	N__NNP	NP
ಜಿಲ್ಲೆಯಲ್ಲಿ	N__NN	NP
ಗುಡ್ಡಗಾಡು	JJ	NP
ಪ್ರದೇಶ	N__NN	NP
ಅಭಿವೃದ್ಧಿ	JJ	NP
ಯೋಜನೆಯನ್ನು	N__NN	NP
ಜಾರಿಗೊಳಿಸಲು	V__VM__VF	VGF
ಆಗಿದೆ	V__VAUX	VGF
.	RD__PUNC	BLK
ಈ	DM__DMD	NP
ಯೋಜನೆಯ	N__NN	NP
ಉದ್ದೇಶ	N__NN	NP
ಪರ್ವತ	JJ	NP
ಪ್ರದೇಶಗಳಲ್ಲಿ	N__NN	NP
ಜೈವಿಕ	JJ	NP
ಪರಿಸರ	N__NN	NP
ವ್ಯವಸ್ಥೆಗಳ	N__NN	NP
ನಿರ್ವಹಣೆ	N__NNV	NP
.	RD_PUNC	BLK
ಈ	DM__DMD	NP
ಕಾರ್ಯಕ್ರಮವು	N__NN	NP
ಗುಡ್ಡಗಾಡು	JJ	NP
ಪ್ರದೇಶದ	N__NN	NP
ಜೀವ	JJ	NP
ವೈವಿಧ್ಯತೆಯ	N__NN	NP
ಸಂರಕ್ಷಣೆ	N__NNV	NP
,	RD__PUNC	NP
ರಕ್ಷಣೆ	N__NNV	NP
ಮತ್ತು	CC__CCD	CCP
ಪುಷ್ಟೀಕರಣದಲ್ಲಿ	N__NN	NP
ರಾಜ್ಯ	JJ	NP
ಸರ್ಕಾರದ	N__NN	NP
ಪ್ರಯತ್ನಗಳನ್ನು	N__NN	NP
ಬೆಂಬಲಿಸುವ	V__VM__VNG	VGNN
ಉದ್ದೇಶದಿಂದ	N__NN	NP
ಈ	DM__DMD	NP
ಯೋಜನೆಯನ್ನು	N__NN	NP
ಜಾರಿಗೊಳಿಸಲು	V__VM__VF	VGF
ಆಗುತ್ತಿದೆ	V__VAUX	VGF
.	RD__PUNC	BLK
ಈ	DM__DMD	NP
ಯೋಜನೆಯ	N__NN	NP
ಮುಖ್ಯ	JJ	NP
ಉದ್ದೇಶ	N__NN	NP
,	RD__PUNC	NP
ನೈಸರ್ಗಿಕ	JJ	NP
ಪರಿಸರವನ್ನು	N__NN	NP
ಕಾಪಾಡಿ	V__VM__VNF	VGNF
ಕೊಳ್ಳುವುದು	V__VAUX	VGNF
,	RD__PUNC	VGNF
ಇದು	DM__DMD	NP
ನೈಸರ್ಗಿಕ	JJ	NP
ಪರಿಸರವನ್ನು	N__NN	NP
ಸಹ	RP__RPD	NP
ಸ್ಥಿರಗೊಳಿಸುತ್ತದೆ	V__VM__VF	VGF
.	RD__PUNC	BLK
ಇದರ	PR__PRP	NP
ಆಧಾರದ	N__NN	NP
ಮೇಲೆ	RP__RPD	NP
,	RD__PUNC	NP
ವೈವಿಧ್ಯಮಯ	JJ	NP
ಜೀವ	JJ	NP
ವೈವಿಧ್ಯತೆಯನ್ನು	N__NN	NP
ಕಾಪಾಡಿ	V__VM__VNF	VGNF
ಕೊಳ್ಳುವುದರ	V__VAUX	VGNF
ಮೂಲಕ	RP__RPD	VGNF
ಪ್ರಾಣಿ	JJ	NP
ಸಂಕುಲವನ್ನು	N__NN	NP
ಸಂರಕ್ಷಿಸಲು	V__VM__VINF	VGINF
ಮತ್ತು	CC__CCD	CCP
ಪುನರುಜ್ಜೀವನ	N__NN	NP
ಮಾಡಲು	V__VM__VINF	VGINF
ಎಲ್ಲಾ	JJ	NP
ಅಭಿವೃದ್ಧಿ	JJ	NP
ಕಾರ್ಯಗಳನ್ನು	N__NN	NP
ಯೋಜಿಸಲು	V__VM__VF	VGF
ಆಗಿದೆ	V__VAUX	VGF
.	RD__PUNC	BLK
ಕೇಂದ್ರ	N__NNP	NP
ಯೋಜನಾ	N__NNP	NP
ಆಯೋಗದ	N__NNP	NP
ಮಾರ್ಗಸೂಚಿಗಳ	N__NN	NP
ಪ್ರಕಾರ	PSP	NP
ಸಮಗ್ರ	JJ	NP
ಜಲಾನಯನ	JJ	NP
ಪ್ರದೇಶಗಳನ್ನು	N__NN	NP
ಆಧರಿಸಿ	V__VM__VNF	VGNF
ಯೋಜನೆಗಳನ್ನು	N__NN	NP
ಸಿದ್ಧಪಡಿಸಲು	V__VM__VF	VGF
ಆಗಿದೆ	V__VAUX	VGF
.	RD__PUNC	BLK
ಈ	DM__DMD	NP
ಉದ್ದೇಶಕ್ಕೆ	N__NN	NP
,	RD__PUNC	NP
ಇಡೀ	JJ	NP
ನೀಲಗಿರಿ	N__NNP	NP
ಜಿಲ್ಲೆಯನ್ನು	N__NN	NP
75	QT__QTC	NP
ಪ್ರಮುಖ	JJ	NP
ಜಲಾನಯನ	JJ	NP
ಪ್ರದೇಶಗಳು	N__NN	NP
ಆಗಿ	RP__RPD	NP
ವಿಂಗಡಿಸಲು	V__VM__VINF	VGINF
ಆಗಿ	V__VAUX	VGINF
ಇದ್ದು	V__VAUX	VGINF
,	RD__PUNC	VGINF
ಈ	DM__DMD	NP
ಪೈಕಿ	RP__RPD	NP
37	QT__QTC	NP
ಆದ್ಯತೆಯ	N__NN	NP
ಜಲಾನಯನ	JJ	NP
ಪ್ರದೇಶಗಳನ್ನು	N__NN	NP
ಗುರುತಿಸಿ	V__VM__VNF	VGNF
,	RD__PUNC	VGNF
ಯೋಜನೆಗಳ	N__NN	NP
ಅನುಷ್ಠಾನಕ್ಕೆ	N__NN	NP
ಹಂತಹಂತವಾಗಿ	RB	RBP
ಅವುಗಳ	PR__PRP	NP
ಮೇಲೆ	RP__RPD	NP
ಕಾಮಗಾರಿ	N__NN	NP
ಕೈಗೊಳ್ಳಲು	V__VM__VF	VGF
ಆಗುತ್ತಿದೆ	V__VAUX	VGF
.	RD__PUNC	BLK
ಈ	DM__DMD	NP
ಯೋಜನೆಯ	N__NN	NP
ಅಡಿ	RP__RPD	NP
,	RD__PUNC	NP
ಒಳ	N__NST	NP
ಚರಂಡಿ	N__NN	NP
ಸಂಸ್ಕರಣೆ	N__NNV	NP
,	RD__PUNC	NP
ಮಳೆ	JJ	NP
ನೀರು	N__NN	NP
ಕೊಯ್ಲು	N__NN	NP
ಮತ್ತು	CC__CCD	CCP
ತೇವಾಂಶ	JJ	NP
ಧಾರಣೆ	N__NN	NP
ಮುಂತಾದ	RP__RPD	NP
ಪರಿಸರ	JJ	NP
ಸ್ನೇಹಿ	N__NN	NP
ಕೃಷಿ	JJ	NP
ಉತ್ಪಾದನಾ	JJ	NP
ಚಟುವಟಿಕೆಗಳ	N__NN	NP
ಮೂಲಕ	RP__RPD	NP
ಸೂಕ್ಷ್ಮ	JJ	NP
ಜಲಾನಯನ	JJ	NP
ಪ್ರದೇಶಗಳನ್ನು	N__NN	NP
ನವೀಕರಿಸಲು	V__VM__VF	VGF
ಆಗುತ್ತಿದೆ	V__VAUX	VGF
.	RD__PUNC	BLK
ಗುಡ್ಡಗಾಡು	JJ	NP
ಪ್ರದೇಶ	N__NN	NP
ಅಭಿವೃದ್ಧಿ	JJ	NP
ಯೋಜನೆಯ	N__NN	NP
ಅಡಿ	RP__RPD	NP
19	QT__QTC	NP
ಪ್ರಮುಖ	JJ	NP
ಜಲಾನಯನ	JJ	NP
ಪ್ರದೇಶಗಳ	N__NN	NP
ಕಾಮಗಾರಿ	N__NN	NP
ಪೂರ್ಣಗೊಂಡಿದೆ	V_VM_VF	VGF
.	RD__PUNC	BLK
ಕೇಂದ್ರ	N__NNP	NP
ಯೋಜನಾ	N__NNP	NP
ಆಯೋಗವು	N__NNP	NP
ಈ	DM__DMD	NP
ಯೋಜನೆಗಳಿಗೆ	N__NN	NP
ವಾರ್ಷಿಕ	JJ	NP
ವಿಶೇಷ	JJ	NP
ಕೇಂದ್ರ	JJ	NP
ನಿಧಿಯ	N__NN	NP
ಶೇ.	N__NN	NP
90ರಷ್ಟು	N__NN	NP
ಅನುದಾನ	N__NN	NP
ಮತ್ತು	CC__CCD	CCP
ಶೇ.	N__NN	NP
10ರಷ್ಟು	N__NN	NP
ಸಾಲವಾಗಿ	RB	RBP
ಮೀಸಲು	N__NN	NP
ಇಟ್ಟಿದೆ	V__VM__VF	VGF
.	RD__PUNC	BLK
2005	QT__QTC	NP
-	RD__SYM	NP
2006	QT__QTC	NP
ರಿಂದ	PSP	NP
ಕೇಂದ್ರ	JJ	NP
ಸರ್ಕಾರವು	N__NN	NP
ವಿಶೇಷ	JJ	NP
ಕೇಂದ್ರೀಯ	JJ	NP
ನಿಧಿ	N__NN	NP
ಅನುದಾನವನ್ನು	N__NN	NP
ಮಾತ್ರ	RP__RPD	NP
ಬಿಡುಗಡೆ	RB	RBP
ಮಾಡುತ್ತಿದೆ	V__VM__VF	VGF
.	RD__PUNC	BLK
ಸಾಲದ	N__NN	NP
ಭಾಗಕ್ಕೆ	N__NN	NP
ಧನ	JJ	NP
ಸಹಾಯಕ್ಕೆ	N__NN	NP
ಆಗಿ	RP__RPD	NP
ಮುಕ್ತ	JJ	NP
ಮಾರುಕಟ್ಟೆ	N__NN	NP
ಸಾಲವನ್ನು	N__NN	NP
ತೆಗೆದು	V__VM__VNG	VGNN
ಕೊಳ್ಳಲು	V__VAUX	VGNN
ರಾಜ್ಯ	JJ	NP
ಸರ್ಕಾರಕ್ಕೆ	N__NN	NP
ಅನುಮತಿ	N__NN	NP
ನೀಡಲು	V__VM__VF	VGF
ಆಗಿದೆ	V__VAUX	VGF
.	RD__PUNC	BLK
2009	QT__QTC	NP
-	RD__SYM	NP
2010ನೇ	QT__QTO	NP
ವರ್ಷದ	N__NN	NP
ಮೊದಲ	N__NST	NP
10	QT__QTC	NP
ಶೇಕಡಾ	N__NN	NP
ಸಾಲ	JJ	NP
ಷೇರನ್ನು	N__NN	NP
,	RD__PUNC	NP
ರಾಜ್ಯ	JJ	NP
ಸರ್ಕಾರದ	N__NN	NP
ಭಾಗವು	N__NN	NP
ಆಗಿ	RP__RPD	NP
ಪರಿಗಣಿಸಲು	V__VM__VF	VGF
ಆಗುವುದು	V__VAUX	VGF
.	RD__PUNC	BLK
2010	QT__QTC	NP
-	RD__SYM	NP
11ನೇ	QT__QTO	NP
ಸಾಲಿಗೆ	N__NN	NP
ಭಾರತ	N__NNP	NP
ಸರ್ಕಾರವು	N__NN	NP
ರೂ.	N__NN	NP
42.93	QT__QTC	NP
ಕೋಟಿಗಳ	N__NN	NP
ವಿನಿಯೋಗಕ್ಕೆ	N__NN	NP
ಒಪ್ಪಿಗೆ	N__NNV	NP
ನೀಡಿದೆ	V__VM__VF	VGF
.	RD__PUNC	BLK
ಅದರಲ್ಲಿ	DM__DMD	NP
ರೂ.	N__NN	NP
4.29	QT__QTC	NP
ಕೋಟಿ	QT__QTC	NP
ರಾಜ್ಯ	JJ	NP
ಸರ್ಕಾರದ	N__NN	NP
ಕೊಡುಗೆ	N__NNV	NP
ಆಗಿ	V__VM__VF	VGF
ಇರುತ್ತದೆ	V__VAUX	VGF
.	RD__PUNC	BLK
2009	QT__QTC	NP
-	RD__SYM	NP
2010	QT__QTC	NP
ವರ್ಷದ	N__NN	NP
ಚಟುವಟಿಕೆ	N__NN	NP
.	RD__PUNC	BLK
2009	QT__QTC	NP
-	RD__SYM	NP
2010ನೇ	QT__QTO	NP
ಸಾಲಿನ	N__NN	NP
ಒಟ್ಟು	JJ	NP
ವಿನಿಯೋಗ	N__NN	NP
ರೂ.	N__NN	NP
42.93	QT__QTC	NP
ಕೋಟಿ	QT__QTC	NP
.	RD__PUNC	BLK
ಈ	DM__DMD	NP
ಸಂಪೂರ್ಣ	JJ	NP
ಹಂಚಿಕೆಗೆ	N__NNV	NP
ಅನುಮೋದನೆ	N__NN	NP
ನೀಡಲು	V__VM__VF	VGF
ಆಗಿದೆ	V__VAUX	VGF
.	RD__PUNC	BLK
ಹೇಳಿದ	V__VM__VNG	VGNN
ಹಣಕಾಸು	JJ	NP
ಹೇಳಿಕೆಯಲ್ಲಿ	N__NNV	NP
,	RD__PUNC	NP
ಮೇಲಿನ	N__NST	NP
ಹಂಚಿಕೆಯ	N__NNV	NP
ಬಹು	JJ	NP
ಪಾಲು	N__NN	NP
,	RD__PUNC	NP
ಮಣ್ಣಿನ	N__NN	NP
ಸಂರಕ್ಷಣೆ	N__NNV	NP
,	RD__PUNC	NP
ಅರಣ್ಯೀಕರಣ	N__NN	NP
,	RD__PUNC	NP
ತೋಟಗಾರಿಕೆ	N__NN	NP
,	RD__PUNC	NP
ಸ್ಥಳೀಯ	JJ	NP
ಪ್ರದೇಶ	N__NN	NP
ಅಭಿವೃದ್ಧಿ	N__NN	NP
,	RD__PUNC	NP
ರಸ್ತೆ	JJ	NP
ಸಂಪರ್ಕ	N__NN	NP
,	RD__PUNC	NP
ಆದಿ	JJ	NP
ದ್ರಾವಿಡರು	N__NNP	NP
ಮತ್ತು	CC__CCD	CCP
ಬುಡಕಟ್ಟು	JJ	NP
ಜನಾಂಗದ	N__NN	NP
ಕಲ್ಯಾಣ	N__NN	NP
ಮತ್ತು	CC__CCD	CCP
ಪ್ರವಾಸೋದ್ಯಮ	JJ	NP
ಅಭಿವೃದ್ಧಿಯ	N__NN	NP
ಯೋಜನಾ	JJ	NP
ಕಾರ್ಯಗಳಿಗೆ	N__NN	NP
ಖರ್ಚು	N__NN	NP
ಮಾಡಲು	V__VM__VF	VGF
ಆಗಿದೆ	V__VAUX	VGF
.	RD__PUNC	BLK
2010	QT__QTC	NP
-	RD__SYM	NP
2011ರ	N__NN	NP
ಯೋಜನೆಯ	N__NN	NP
ಅನುಷ್ಠಾನ	N__NN	NP
.	RD__PUNC	BLK
2010	QT__QTC	NP
-	RD__SYM	NP
11ನೇ	QT__QTO	NP
ಸಾಲಿನ	N__NN	NP
ಕರಡು	JJ	NP
ಯೋಜನೆಗೆ	N__NN	NP
ಮುಖ್ಯ	JJ	NP
ಕಾರ್ಯದರ್ಶಿ	N__NN	NP
ಅಧ್ಯಕ್ಷತೆಯ	N__NN	NP
ಸಮಿತಿಯು	N__NN	NP
ಅನುಮೋದನೆ	N__NN	NP
ನೀಡಿ	V__VM__VNF	VGNF
ಇದ್ದು	V__VAUX	VGNF
,	RD__PUNC	VGNF
ಕೇಂದ್ರ	N__NNP	NP
ಯೋಜನಾ	N__NNP	NP
ಆಯೋಗದ	N__NNP	NP
ಅನುಮೋದನೆಗೆ	N__NN	NP
ಕಳುಹಿಸಲು	V__VM__VF	VGF
ಆಗಿದೆ	V__VAUX	VGF
.	RD__PUNC	BLK
ಈ	DM__DMD	NP
ವಾರ್ಷಿಕ	JJ	NP
ಯೋಜನೆಯಲ್ಲಿ	N__NN	NP
,	RD__PUNC	NP
ಮಣ್ಣು	N__NN	NP
ಮತ್ತು	CC__CCD	CCP
ಜಲ	JJ	NP
ಸಂಪನ್ಮೂಲಗಳ	N__NN	NP
ಸಂರಕ್ಷಣೆ	N__NNV	NP
,	RD__PUNC	NP
ಅರಣ್ಯೀಕರಣ	N__NN	NP
,	RD__PUNC	NP
ತೋಟಗಾರಿಕೆ	N__NN	NP
,	RD__PUNC	NP
ಆದಿದ್ರಾವಿಡ	N__NNP	NP
