en	sentence1	sentence2	label
the film is carrying a lot of expectations and is having a simultaneous release in telugu and tamil languages.	ತೆಲುಗು ಮತ್ತು ತಮಿಳು ಭಾಷೆಗಳಲ್ಲಿ ಏಕಕಾಲದಲ್ಲಿ ಬಿಡುಗಡೆಯಾಗುತ್ತಿರುವ ಈ ಚಿತ್ರ ಸಾಕಷ್ಟು ನಿರೀಕ್ಷೆಗಳನ್ನು ಹುಟ್ಟುಹಾಕಿದೆ.	ಬಹಳಷ್ಟು ನಿರೀಕ್ಷೆಗಳನ್ನು ಹೊಂದಿರುವ ಈ ಚಿತ್ರವು ತೆಲಗು ಹಾಗೂ ತಮಿಳು ಭಾಷೆಗಳಲ್ಲಿ ಏಕಕಾಲದಲ್ಲಿ ಬಿಡುಗಡೆಯಾಗುತ್ತಿದೆ.	1
the film is carrying a lot of expectations and is having a simultaneous release in telugu and tamil languages.	ತೆಲುಗು ಮತ್ತು ತಮಿಳು ಭಾಷೆಗಳಲ್ಲಿ ಏಕಕಾಲದಲ್ಲಿ ಬಿಡುಗಡೆಯಾಗುತ್ತಿರುವ ಈ ಚಿತ್ರ ಸಾಕಷ್ಟು ನಿರೀಕ್ಷೆಗಳನ್ನು ಹುಟ್ಟುಹಾಕಿದೆ.	ಬಹಳಷ್ಟು ನಿರೀಕ್ಷೆಗಳನ್ನು ಹೊಂದಿರುವ ಈ ಚಿತ್ರವು ತೆಲಗು ಹಾಗೂ  ನಂತರ ತಮಿಳು ಭಾಷೆಗಳಲ್ಲಿ  ಬಿಡುಗಡೆಯಾಗುತ್ತಿದೆ.	0
the flaring up of international oil prices has resulted in petrol and diesel prices rising in india.	ಅಂತಾರಾಷ್ಟ್ರೀಯ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ  ತೈಲದ ಬೆಲೆ ಏರಿಕೆಯಿಂದಾಗಿ ಭಾರತದಲ್ಲಿ ಪೆಟ್ರೋಲ್ ಮತ್ತು ಡೀಸೆಲ್ ಬೆಲೆಯಲ್ಲಿ ಏರಿಕೆಯಾಗುತ್ತಿದೆ.	ಭಾರತದಲ್ಲಿ ಪೆಟ್ರೋಲ್ ಮತ್ತು ಡೀಸೆಲ್ ಬೆಲೆಯ ಹೆಚ್ಚಳಕ್ಕೆ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ   ಏರುತ್ತಿರುವ ತೈಲದ ಬೆಲೆಯು ಕಾರಣವಾಗಿದೆ .	1
the flaring up of international oil prices has resulted in petrol and diesel prices rising in india.	ಅಂತಾರಾಷ್ಟ್ರೀಯ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ  ತೈಲದ ಬೆಲೆ ಏರಿಕೆಯಿಂದಾಗಿ ಭಾರತದಲ್ಲಿ ಪೆಟ್ರೋಲ್ ಮತ್ತು ಡೀಸೆಲ್ ಬೆಲೆಯಲ್ಲಿ ಏರಿಕೆಯಾಗುತ್ತಿದೆ.	ಅಂತಾರಾಷ್ಟ್ರೀಯ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ  ತೈಲದ ಬೆಲೆ ಏರಿಕೆಯಿಂದಾಗಿ ಭಾರತದಲ್ಲಿ ಪೆಟ್ರೋಲ್ ಮತ್ತು ಡೀಸೆಲ್ ಬೆಲೆಯಲ್ಲಿ ಇಳಿಕೆಯಾಗುತ್ತಿದೆ.	0
several parts of tamil nadu have been lashed by north east monsoon rains in the past few days.	ಕಳೆದ ಕೆಲವು ದಿನಗಳಿಂದ ತಮಿಳುನಾಡಿನ ಹಲವು ಭಾಗಗಳಲ್ಲಿ ಈಶಾನ್ಯ ಮುಂಗಾರು ರಭಸದಿಂದ ಸುರಿಯುತ್ತಿದೆ.	ತಮಿಳು ನಾಡಿನ ಹಲವು ಪ್ರದೇಶಗಳಲ್ಲಿ ಕಳೆದ ಕೆಲ ದಿನಗಳಿಂದ  ಈಶಾನ್ಯ ಮುಂಗಾರು ಮಳೆ ಬೀಳುತ್ತದೆ.	1
several parts of tamil nadu have been lashed by north east monsoon rains in the past few days.	ಕಳೆದ ಕೆಲವು ದಿನಗಳಿಂದ ತಮಿಳುನಾಡಿನ ಹಲವು ಭಾಗಗಳಲ್ಲಿ ಈಶಾನ್ಯ ಮುಂಗಾರು ರಭಸದಿಂದ ಸುರಿಯುತ್ತಿದೆ.	ಕಳೆದ ಕೆಲವು ದಿನಗಳಿಂದ ತಮಿಳುನಾಡಿನ ಹಲವು ಭಾಗಗಳಲ್ಲಿ ಈಶಾನ್ಯ ಮುಂಗಾರು ಮಳೆ ಬೀಳುತ್ತಿಲ್ಲ.	0
on monday, one litre of petrol was priced at 86 per litre in delhi while it was rs 93 per litre in mumbai.	ಸೋಮವಾರದಂದು, ದೆಹಲಿಯಲ್ಲಿ ಒಂದು ಲೀಟರ್ ಪೆಟ್ರೋಲಿನ ಬೆಲೆ 86 ರೂ.ಗಳಿದ್ದು ಅದು ಮುಂಬೈನಲ್ಲಿ 93  ರೂ.ಆಗಿತ್ತು	ಸೋಮವಾರದಂದು, ಮುಂಬೈನಲ್ಲಿ ಪೆಟ್ರೋಲ್‌ ಬೆಲೆ ಪ್ರತಿ ಲೀಟರಿಗೆ 93  ರೂ.ಆಗಿದ್ದರೆ  ದೆಹಲಿಯಲ್ಲಿ ಅದು  86 ರೂ.ಗಳಾಗಿತ್ತು. 	1
on monday, one litre of petrol was priced at 86 per litre in delhi while it was rs 93 per litre in mumbai.	ಸೋಮವಾರದಂದು, ದೆಹಲಿಯಲ್ಲಿ ಒಂದು ಲೀಟರ್ ಪೆಟ್ರೋಲಿನ ಬೆಲೆ 86 ರೂ.ಗಳಿದ್ದು ಅದು ಮುಂಬೈನಲ್ಲಿ 93  ರೂ.ಆಗಿತ್ತು	ಸೋಮವಾರದಂದು, ದೆಹಲಿಯಲ್ಲಿ ಒಂದು ಲೀಟರ್ ಪೆಟ್ರೋಲಿನ ಬೆಲೆ 93 ರೂ.ಗಳಿದ್ದು ಅದು ಮುಂಬೈನಲ್ಲಿ  86  ರೂ.ಆಗಿತ್ತು	0
after patels resignation, the government appointed former bureaucrat shaktikanta das as the governor of rbi.	ಪಟೇಲರ ರಾಜೀನಾಮೆಯ ನಂತರ, ಮಾಜಿ ಅಧಿಕಾರಿ ಶಕ್ತಿಕಾಂತ ದಾಸ್ ಅವರನ್ನು ಆರ್‌ಬಿಐನ  ಗವರ್ನರ್‌ ಆಗಿ ಸರ್ಕಾರ ನೇಮಿಸಿತು.	ಪಟೇಲರು ರಾಜೀನಾಮೆ ನೀಡಿದ ಮೇಲೆ , ಸರ್ಕಾರವು ಮಾಜಿ ಅಧಿಕಾರಿ ಶಕ್ತಿಕಾಂತ ದಾಸ್ ಅವರನ್ನು ಆರ್‌ಬಿಐನ  ಗವರ್ನರ್‌ ಆಗಿ ನೇಮಕಮಾಡಿತು.	1
after patels resignation, the government appointed former bureaucrat shaktikanta das as the governor of rbi.	ಪಟೇಲರ ರಾಜೀನಾಮೆಯ ನಂತರ, ಮಾಜಿ ಅಧಿಕಾರಿ ಶಕ್ತಿಕಾಂತ ದಾಸ್ ಅವರನ್ನು ಆರ್‌ಬಿಐನ  ಗವರ್ನರ್‌ ಆಗಿ ಸರ್ಕಾರ ನೇಮಿಸಿತು.	ಶಕ್ತಿಕಾಂತ ದಾಸ್‌ರ  ರಾಜೀನಾಮೆಯ ನಂತರ, ಮಾಜಿ ಅಧಿಕಾರಿ ಪಟೇಲ್  ಅವರನ್ನು ಆರ್‌ಬಿಐನ  ಗವರ್ನರ್‌ ಆಗಿ ಸರ್ಕಾರ ನೇಮಿಸಿತು.	0
on bse, the midcap index was 0.6 per cent higher and the smallcap index was 0.8 per cent up in the morning trade.	ಮಿಡ್ ಕ್ಯಾಪ್ ಸೂಚ್ಯಂಕದಲ್ಲಿ ಶೇ 0.6ರಷ್ಟು ಮತ್ತು ಸ್ಮಾಲ್ ಕ್ಯಾಪ್ ಸೂಚ್ಯಂಕದಲ್ಲಿ ಶೇ 0.8ರಷ್ಟು ಏರಿಕೆಯನ್ನು ಬಿಎಸ್‌ಇಯು ಬೆಳಗಿನ ವಹಿವಾಟಿನಲ್ಲಿ ಕಂಡಿದೆ.	ಬಿಎಸ್‌ಇಯ ಬೆಳಗಿನ ವಹಿವಾಟಿನ ಮಿಡ್ ಕ್ಯಾಪ್ ಸೂಚ್ಯಂಕವು ಶೇ 0.6ರಷ್ಟು ಹಾಗೂ ಸ್ಮಾಲ್ ಕ್ಯಾಪ್ ಸೂಚ್ಯಂಕವು ಶೇ 0.8ರಷ್ಟು ಏರಿಕೆ ಕಂಡಿದೆ.	1
on bse, the midcap index was 0.6 per cent higher and the smallcap index was 0.8 per cent up in the morning trade.	ಮಿಡ್ ಕ್ಯಾಪ್ ಸೂಚ್ಯಂಕದಲ್ಲಿ ಶೇ 0.6ರಷ್ಟು ಮತ್ತು ಸ್ಮಾಲ್ ಕ್ಯಾಪ್ ಸೂಚ್ಯಂಕದಲ್ಲಿ ಶೇ 0.8ರಷ್ಟು ಏರಿಕೆಯನ್ನು ಬಿಎಸ್‌ಇಯು ಬೆಳಗಿನ ವಹಿವಾಟಿನಲ್ಲಿ ಕಂಡಿದೆ.	ಮಿಡ್ ಕ್ಯಾಪ್ ಸೂಚ್ಯಂಕದಲ್ಲಿ ಶೇ 0.8ರಷ್ಟು ಮತ್ತು ಸ್ಮಾಲ್ ಕ್ಯಾಪ್ ಸೂಚ್ಯಂಕದಲ್ಲಿ  ಶೇ 0.6ರಷ್ಟು  ಏರಿಕೆಯನ್ನು ಬಿಎಸ್‌ಇಯು ಬೆಳಗಿನ ವಹಿವಾಟಿನಲ್ಲಿ ಕಂಡಿದೆ.	0
the shiv sena broke ranks with the bjp to form the government along with ncp and congress.	ಎನ್.ಸಿ.ಪಿ ಮತ್ತು ಕಾಂಗ್ರೆಸ್ ಜೊತೆ ಸೇರಿ ಸರ್ಕಾರ ರಚಿಸಲು ಶಿವಸೇನೆ ಬಿಜೆಪಿ ಜೊತೆ ಮೈತ್ರಿ ಮುರಿದುಕೊಂಡಿತು.	ಶಿವಸೇನೆಯು ಬಿಜೆಪಿಯೊಂದಿಗಿನ ಮೈತ್ರಿ ತೊರೆದು, ಎನ್‌ಸಿಪಿ ಹಾಗೂ ಕಾಂಗ್ರೆಸನ ಜೊತೆಗೊಡಿ ಸರ್ಕಾರ ರಚಿಸುವ ಸಿದ್ಧತೆಯಲ್ಲಿದೆ.	1
the shiv sena broke ranks with the bjp to form the government along with ncp and congress.	ಎನ್.ಸಿ.ಪಿ ಮತ್ತು ಕಾಂಗ್ರೆಸ್ ಜೊತೆ ಸೇರಿ ಸರ್ಕಾರ ರಚಿಸಲು ಶಿವಸೇನೆ ಬಿಜೆಪಿ ಜೊತೆ ಮೈತ್ರಿ ಮುರಿದುಕೊಂಡಿತು.	ಎನ್.ಸಿ.ಪಿ ಮತ್ತು ಬಿಜೆಪಿಯ ಜೊತೆ ಸೇರಿ ಸರ್ಕಾರ ರಚಿಸಲು ಶಿವಸೇನೆಯು ಕಾಂಗ್ರೆಸ್  ಜೊತೆಗಿನ ಮೈತ್ರಿ ಮುರಿದುಕೊಂಡಿತು.	0
the situation has been tense in the region since the abrogation of article 370 from jammu and kashmir.	ಜಮ್ಮು ಮತ್ತು ಕಾಶ್ಮೀರದ 370 ನೇ ವಿಧಿಯನ್ನು ರದ್ದುಪಡಿಸಿದ ನಂತರ ಈ ಪ್ರದೇಶದಲ್ಲಿ ಉದ್ವಿಗ್ನ ಪರಿಸ್ಥಿತಿ ನಿರ್ಮಾಣವಾಗಿದೆ.	ಜಮ್ಮು ಮತ್ತು ಕಾಶ್ಮೀರದ 370 ನೇ ವಿಧಿಯನ್ನು ರದ್ದತಿಯ ಕಾರಣ  ಈ ಪ್ರದೇಶದಲ್ಲಿ ಆತಂಕದ ಪರಿಸ್ಥಿತಿ ಏರ್ಪಟ್ಟಿದೆ.	1
the situation has been tense in the region since the abrogation of article 370 from jammu and kashmir.	ಜಮ್ಮು ಮತ್ತು ಕಾಶ್ಮೀರದ 370 ನೇ ವಿಧಿಯನ್ನು ರದ್ದುಪಡಿಸಿದ ನಂತರ ಈ ಪ್ರದೇಶದಲ್ಲಿ ಉದ್ವಿಗ್ನ ಪರಿಸ್ಥಿತಿ ನಿರ್ಮಾಣವಾಗಿದೆ.	ಜಮ್ಮು ಮತ್ತು ಕಾಶ್ಮೀರದ 370 ನೇ ವಿಧಿಯನ್ನು ರದ್ದುಪಡಿಸಿದ ನಂತರ ಈ ಪ್ರದೇಶದಲ್ಲಿ ಶಾಂತಿ ನಿರ್ಮಾಣವಾಗಿದೆ.	0
president of dk district kannada sahitya parishad pradeep kumar kalkura hoisted the flag of karnataka.	ದಕ ಜಿಲ್ಲೆಯ ಕನ್ನಡ ಸಾಹಿತ್ಯ ಪರಿಷತ್ತಿನ ಅಧ್ಯಕ್ಷ ಪ್ರದೀಪ್ ಕುಮಾರ್ ಕಲ್ಕೂರ ಧ್ವಜಾರೋಹಣ ನೆರವೇರಿಸಿದರು.	ಧ್ವಜಾರೋಹಣವನ್ನು  ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ  ಕನ್ನಡ ಸಾಹಿತ್ಯ ಪರಿಷತ್ತಿನ ಅಧ್ಯಕ್ಷ ಪ್ರದೀಪ್ ಕುಮಾರ್ ಕಲ್ಕೂರ ನೆರವೇರಿಸಿದರು	1
president of dk district kannada sahitya parishad pradeep kumar kalkura hoisted the flag of karnataka.	ದಕ ಜಿಲ್ಲೆಯ ಕನ್ನಡ ಸಾಹಿತ್ಯ ಪರಿಷತ್ತಿನ ಅಧ್ಯಕ್ಷ ಪ್ರದೀಪ್ ಕುಮಾರ್ ಕಲ್ಕೂರ ಧ್ವಜಾರೋಹಣ ನೆರವೇರಿಸಿದರು.	ಉಕ ಜಿಲ್ಲೆಯ ಕರ್ನಾಟಕ ಸಾಹಿತ್ಯ ಪರಿಷತ್ತಿನ ಅಧ್ಯಕ್ಷ ಪ್ರದೀಪ್ ಕುಮಾರ್ ಕಲ್ಕೂರ ಧ್ವಜಾರೋಹಣ ನೆರವೇರಿಸಿದರು.	0
the match will be held at the rajiv gandhi international cricket stadium in hyderabad.	ಹೈದರಾಬಾದಿನ ರಾಜೀವ್ ಗಾಂಧಿ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಕ್ರಿಕೆಟ್ ಕ್ರೀಡಾಂಗಣದಲ್ಲಿ ಈ ಪಂದ್ಯ ನಡೆಯಲಿದೆ.	ಈ ಪಂದ್ಯವು  ರಾಜೀವ್ ಗಾಂಧಿ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಕ್ರಿಕೆಟ್ ಕ್ರೀಡಾಂಗಣ ಹೈದರಾಬಾದಿನಲ್ಲಿ ನಡೆಯಲಿದೆ.	1
the match will be held at the rajiv gandhi international cricket stadium in hyderabad.	ಹೈದರಾಬಾದಿನ ರಾಜೀವ್ ಗಾಂಧಿ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಕ್ರಿಕೆಟ್ ಕ್ರೀಡಾಂಗಣದಲ್ಲಿ ಈ ಪಂದ್ಯ ನಡೆಯಲಿದೆ.	ಹೈದರಾಬಾದಿನ ರಾಜೀವ್ ಗಾಂಧಿ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಫುಟ್‌ಬಾಲ್  ಕ್ರೀಡಾಂಗಣದಲ್ಲಿ ಈ ಪಂದ್ಯ ನಡೆಯಲಿದೆ.	0
these dates were informed by maharashtra state board of secondary and higher secondary education chairperson shakuntala kale.	ಮಹಾರಾಷ್ಟ್ರ ರಾಜ್ಯ ಮಾಧ್ಯಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ ಮಂಡಳಿಯ ಅಧ್ಯಕ್ಷೆ ಶಕುಂತಲಾ ಕಾಳೆ ಈ ದಿನಾಂಕಗಳನ್ನು ತಿಳಿಸಿದ್ದಾರೆ.	ಮಹಾರಾಷ್ಟ್ರ ರಾಜ್ಯ ಮಾಧ್ಯಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ ಮಂಡಳಿಯ ಅಧ್ಯಕ್ಷೆ ಶಕುಂತಲಾ ಕಾಳೆ ಈ ತಾರೀಖುಗಳನ್ನು ತಿಳಿಸಿದ್ದಾರೆ.	1
these dates were informed by maharashtra state board of secondary and higher secondary education chairperson shakuntala kale.	ಮಹಾರಾಷ್ಟ್ರ ರಾಜ್ಯ ಮಾಧ್ಯಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ ಮಂಡಳಿಯ ಅಧ್ಯಕ್ಷೆ ಶಕುಂತಲಾ ಕಾಳೆ ಈ ದಿನಾಂಕಗಳನ್ನು ತಿಳಿಸಿದ್ದಾರೆ.	ಮಹಾರಾಷ್ಟ್ರ ರಾಜ್ಯ ಮಾಧ್ಯಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ ಮಂಡಳಿಯ ಅಧ್ಯಕ್ಷೆ ಶಕುಂತಲಾ ಕಾಳೆ ಈ ದಿನಾಂಕಗಳನ್ನು ತಿಳಿಸಿಲ್ಲ.	0
however, no official statement has been released by the congress party in this regard.	ಆದರೆ ಈ ಬಗ್ಗೆ ಕಾಂಗ್ರೆಸ್ ಪಕ್ಷದಿಂದ ಯಾವುದೇ ಅಧಿಕೃತ ಹೇಳಿಕೆ ಹೊರಬಿದ್ದಿಲ್ಲ.	ಆದಾಗ್ಯೂ, ಕಾಂಗ್ರೆಸ್‌ ಪಕ್ಷದ ವತಿಯಿಂದ ಈ ಬಗ್ಗೆ ಯಾವುದೇ ಅಧೀಕೃತ ಹೇಳಕೆಗಳಿಲ್ಲ.	1
however, no official statement has been released by the congress party in this regard.	ಆದರೆ ಈ ಬಗ್ಗೆ ಕಾಂಗ್ರೆಸ್ ಪಕ್ಷದಿಂದ ಯಾವುದೇ ಅಧಿಕೃತ ಹೇಳಿಕೆ ಹೊರಬಿದ್ದಿಲ್ಲ.	 ಈ ಬಗ್ಗೆ ಕಾಂಗ್ರೆಸ್ ಪಕ್ಷವು ಅಧಿಕೃತ ಹೇಳಿಕೆ ನೀಡಿದೆ.	0
the film stars simi chahal, gippy grewal, gurpreet ghuggi, and karamjit anmol will be seen in lead roles in the film.	ಸಿಮಿ ಚಹಾಲ್, ಗಿಪ್ಪಿ ಗ್ರೆವಾಲ್, ಗುರ್ಪ್ರೀತ್ ಘುಗ್ಗಿ ಮತ್ತು ಕರಮ್ಜಿತ್ ಅನ್ಮೋಲ್ ಈ ಚಿತ್ರದ ಪ್ರಮುಖ ಪಾತ್ರಗಳಲ್ಲಿ ಕಾಣಿಸಿಕೊಳ್ಳಲಿದ್ದಾರೆ.	ಈ ಚಿತ್ರದ ಮುಖ್ಯ ಭೂಮಿಕೆಯಲ್ಲಿ  ಸಿಮಿ ಚಹಾಲ್, ಗಿಪ್ಪಿ ಗ್ರೆವಾಲ್, ಗುರ್ಪ್ರೀತ್ ಘುಗ್ಗಿ ಮತ್ತು ಕರಮ್ಜಿತ್ ಅನ್ಮೋಲ್ ಅವರೆಲ್ಲ ಇದ್ದಾರೆ .	1
the film stars simi chahal, gippy grewal, gurpreet ghuggi, and karamjit anmol will be seen in lead roles in the film.	ಸಿಮಿ ಚಹಾಲ್, ಗಿಪ್ಪಿ ಗ್ರೆವಾಲ್, ಗುರ್ಪ್ರೀತ್ ಘುಗ್ಗಿ ಮತ್ತು ಕರಮ್ಜಿತ್ ಅನ್ಮೋಲ್ ಈ ಚಿತ್ರದ ಪ್ರಮುಖ ಪಾತ್ರಗಳಲ್ಲಿ ಕಾಣಿಸಿಕೊಳ್ಳಲಿದ್ದಾರೆ.	ಸಿಮಿ ಚಹಾಲ್, ಗಿಪ್ಪಿ ಗ್ರೆವಾಲ್, ಗುರ್ಪ್ರೀತ್ ಘುಗ್ಗಿ ಮತ್ತು ಕರಮ್ಜಿತ್ ಅನ್ಮೋಲ್ ಈ ಚಿತ್ರದ ಪೋಷಕ ಪಾತ್ರಗಳಲ್ಲಿ ಕಾಣಿಸಿಕೊಳ್ಳಲಿದ್ದಾರೆ.	0
they urged the higher officials of the concerned department to take immediate action in this regard.	ಈ ಬಗ್ಗೆ ಸಂಬಂಧಪಟ್ಟ ಇಲಾಖೆಯ ಉನ್ನತ ಅಧಿಕಾರಿಗಳು ಕೂಡಲೇ ಕ್ರಮ ಕೈಗೊಳ್ಳಬೇಕು ಎಂದು ಅವರು ಆಗ್ರಹಿಸಿದರು.	 ಸಂಬಂಧಪಟ್ಟ ಇಲಾಖೆಯ ಉನ್ನತ ಅಧಿಕಾರಿಗಳು ಸೂಕ್ತ ಕ್ರಮಕ್ಕೆ ತಕ್ಷಣವೇ ಕಾರ್ಯೋನ್ಮುಖರಾಗಬೇಕು  ಎಂದು ಅವರು ಆಗ್ರಹಿಸಿದರು.	1
they urged the higher officials of the concerned department to take immediate action in this regard.	ಈ ಬಗ್ಗೆ ಸಂಬಂಧಪಟ್ಟ ಇಲಾಖೆಯ ಉನ್ನತ ಅಧಿಕಾರಿಗಳು ಕೂಡಲೇ ಕ್ರಮ ಕೈಗೊಳ್ಳಬೇಕು ಎಂದು ಅವರು ಆಗ್ರಹಿಸಿದರು.	ಈ ಬಗ್ಗೆ  ಅವರು  ಕೂಡಲೇ ಕ್ರಮ ಕೈಗೊಳ್ಳಬೇಕು ಎಂದು ಸಂಬಂಧಪಟ್ಟ ಇಲಾಖೆಯ ಉನ್ನತ ಅಧಿಕಾರಿಗಳು ಆಗ್ರಹಿಸಿದರು.	0
the court also directed the union government to constitute the cauvery management board in four weeks time	ನಾಲ್ಕು ವಾರಗಳಲ್ಲಿ ಕಾವೇರಿ ನಿರ್ವಹಣಾ ಮಂಡಳಿಯನ್ನು ರಚಿಸುವಂತೆ ನ್ಯಾಯಾಲಯವು ಕೇಂದ್ರ ಸರ್ಕಾರಕ್ಕೆ ನಿರ್ದೇಶನ ನೀಡಿದೆ.	ಕಾಂಕೇಂದ್ರ ಸರ್ಕಾರವು ನಾಲ್ಕು ವಾರಗಳ ಅವಧಿಯಲ್ಲಿ ಕಾವೇರಿ ನಿರ್ವಹಣಾ ಮಂಡಳಿಯನ್ನು ರಚಿಸಬೇಕೆಂದು ನ್ಯಾಯಾಲಯವು ನಿರ್ದೇಶಿಸಿದೆ. 	1
the court also directed the union government to constitute the cauvery management board in four weeks time	ನಾಲ್ಕು ವಾರಗಳಲ್ಲಿ ಕಾವೇರಿ ನಿರ್ವಹಣಾ ಮಂಡಳಿಯನ್ನು ರಚಿಸುವಂತೆ ನ್ಯಾಯಾಲಯವು ಕೇಂದ್ರ ಸರ್ಕಾರಕ್ಕೆ ನಿರ್ದೇಶನ ನೀಡಿದೆ.	ನಾಲ್ಕು ವಾರಗಳಲ್ಲಿ ಕಾವೇರಿ ನಿರ್ವಹಣಾ ಮಂಡಳಿಯನ್ನು ರಚಿಸುವಂತೆ  ಕೇಂದ್ರ ಸರ್ಕಾರವು ನ್ಯಾಯಾಲಯಕ್ಕೆ ಮನವಿ ಮಾಡಿದೆ.	0
sikh pilgrims leave for nankana sahib, situated in pakistan, from punjab's attari, for 550th birth anniversary celebrations of guru nanak dev ji.	ಗುರು ನಾನಕ್ ದೇವ್ ಅವರ 550ನೇ ಜಯಂತಿ ಆಚರಣೆಗಾಗಿ ಪಂಜಾಬ್ನ ಅಟ್ಟಾರಿಯಿಂದ ಪಾಕಿಸ್ತಾನದಲ್ಲಿರುವ ನಾನಕಾನಾ ಸಾಹಿಬ್ ಗೆ ಯಾತ್ರಾರ್ಥಿಗಳು ತೆರಳುತ್ತಾರೆ.	ಯಾತ್ರಿಕರು ಪಂಜಾಬ್ನ ಅಟ್ಟಾರಿಯಿಂದ ಪಾಕಿಸ್ತಾನದ ನಾನಕಾನಾ ಸಾಹಿಬ್ ಗೆ ಗುರು ನಾನಕ್ ದೇವ್ ಅವರ 550ನೇ ಜಯಂತಿ ಆಚರಣೆಗಾಗಿ ಪ್ರಯಾಣಿಸುತ್ತಾರೆ.	1
sikh pilgrims leave for nankana sahib, situated in pakistan, from punjab's attari, for 550th birth anniversary celebrations of guru nanak dev ji.	ಗುರು ನಾನಕ್ ದೇವ್ ಅವರ 550ನೇ ಜಯಂತಿ ಆಚರಣೆಗಾಗಿ ಪಂಜಾಬ್ನ ಅಟ್ಟಾರಿಯಿಂದ ಪಾಕಿಸ್ತಾನದಲ್ಲಿರುವ ನಾನಕಾನಾ ಸಾಹಿಬ್ ಗೆ ಯಾತ್ರಾರ್ಥಿಗಳು ತೆರಳುತ್ತಾರೆ.	ಗುರು ನಾನಕ್ ದೇವ್ ಅವರ 550ನೇ ಜಯಂತಿ ಆಚರಣೆಗಾಗಿ   ಪಾಕಿಸ್ತಾನದಲ್ಲಿರುವ ಅಟ್ಟಾರಿಯಿಂದ  ಪಂಜಾಬಿನ ನಾನಕಾನಾ ಸಾಹಿಬ್ ಗೆ ಯಾತ್ರಾರ್ಥಿಗಳು ತೆರಳುತ್ತಾರೆ.	0
the polls will be held for 31 district panchayats, 81 municipalities and 231 taluka panchayats.	31 ಜಿಲ್ಲಾ ಪಂಚಾಯಿತಿಗಳು, 81 ಪುರಸಭೆಗಳು ಮತ್ತು 231 ತಾಲ್ಲೂಕು ಪಂಚಾಯಿತಿಗಳಿಗೆ ಚುನಾವಣೆ ನಡೆಯಲಿವೆ.	ಈ ಚುನಾವಣೆಗಳು 31 ಜಿಲ್ಲಾ ಪಂಚಾಯಿತಿಗಳು, 81 ಪುರಸಭೆಗಳು ಮತ್ತು 231 ತಾಲ್ಲೂಕು ಪಂಚಾಯಿತಿಗಳನ್ನೊಳಗೊಂಡಿದೆ.	1
the polls will be held for 31 district panchayats, 81 municipalities and 231 taluka panchayats.	31 ಜಿಲ್ಲಾ ಪಂಚಾಯಿತಿಗಳು, 81 ಪುರಸಭೆಗಳು ಮತ್ತು 231 ತಾಲ್ಲೂಕು ಪಂಚಾಯಿತಿಗಳಿಗೆ ಚುನಾವಣೆ ನಡೆಯಲಿವೆ.	231ಜಿಲ್ಲಾ ಪಂಚಾಯಿತಿಗಳು, 81 ಪುರಸಭೆಗಳು ಮತ್ತು  31 ತಾಲ್ಲೂಕು ಪಂಚಾಯಿತಿಗಳಿಗೆ ಚುನಾವಣೆ ನಡೆಯಲಿವೆ.	0
he also said that the bjp is ready to support the telangana bill if introduced in the lok sabha.	ತೆಲಂಗಾಣ ಮಸೂದೆಯನ್ನು ಲೋಕಸಭೆಯಲ್ಲಿ ಮಂಡಿಸಿದರೆ ಅದಕ್ಕೆ ಬೆಂಬಲ ನೀಡಲು ಬಿಜೆಪಿ ಸಿದ್ಧವಿದೆ ಎಂದು ಆತ ಹೇಳಿದರು.	ಲೋಕಸಭೆಯಲ್ಲಿ  ತೆಲಂಗಾಣ ಮಸೂದೆಯ ಮಂಡನೆಯನ್ನಿಟ್ಟರೆ   ಬಿಜೆಪಿ ಅದನ್ನು  ಬೆಂಬಲಿಸುತ್ತದೆ  ಎಂದು ಆತ ಹೇಳಿದರು.	1
